item_code,food_name_english,food_name_hindi,food_type,food_category,slots,calories,carbs,fat,protein,fiber,food_season,Score,Special_slot,food_community,food_avoid_in_disorders,food_recommend_in_disorders,remarks,Detox_rank,Special_diet,code,remarks,courtesy,recipe,steps,video,gluten_free,source,portion,portion_unit,country,Diabetes_score,Diabetes_special,blood_pressure_Score,blood_pressure_special,Cholestrol_score,Cholestrol_special,PCOS_score,PCOS_special,net_carbs,WeightlossPlus_score,WeightlossPlus_special,muscle_building_score,special_slot_muscle_building_morning,special_slot_muscle_building_evening,Keto_Score,Keto_Slot,Hypothyroid_Score,Hypothyroid_Slot,Anti_Inflammatory_Score,Anti_Inflammatory_Slot,Fatty_Liver_Score,Fatty_Liver_Slot,Anemia_Score,Acidity_Score,Sleep_Score,Uric_Acid_Score,Calcium,Vitamin_D,Vitamin_B12_Score,Alkaline_Score,Alkaline_Slot,Prediabetes_Score,Prediabetes_Slot,High_Protein_Score,High_Protein_Slot,T1_Pregnancy_score,T1_Pregnancy_slot,T2_Pregnancy_score,T2_Pregnancy_slot,T3_Pregnancy_score,T3_Pregnancy_slot,Postpartum_score,Postpartum_slot,0-6_Lactation_score,0-6_Lactation_slot,7-12_Lactation_score,7-12_Lactation_slot,waterRetentionScore,waterRetentionSlot,fiteloWeightLoss_Score,fiteloWeightLossSlot,lunchCheatDayRank,lunchCheatDaySlot,dinnerCheatDayRank,dinnerCheatDaySlot,cookingProficiency,cookingTime,detoxFiteloRank,detoxFiteloSlot,travel_rank,travel_slot
2912,baba ganoush,,NV,W,"[4,6,7]",164,12.5,12.5,3.5,11.6,"[""""]",3,,"[""""]","[""""]",,,-1,-1,2912,,,"Prep – 15 minutes mins
Cook – 20 minutes mins
Draining and resting time : 1 hour
Total – 35 minutes
Serves – 6 or more people

Ingredients:
    ▢ 2 Italian eggplants or small globe eggplants
    ▢ ¼ cup tahini paste I used Soom tahini
    ▢ 1 lemon, juice of
    ▢ 1 garlic clove, minced
    ▢ 1 tablespoon plain Greek yogurt, optional
    ▢ Kosher salt and black pepper
    ▢ 1 teaspoon sumac
    ▢ ¾ teaspoon Aleppo pepper or red pepper flakes, optional
    ▢ Extra virgin olive oil
    ▢ Toasted pine nuts for garnish, optional","Instructions:
    First, smoke or grill the eggplant. Turn one gas burner on medium-high. Place the eggplant directly over the flame. Using a pair of tongs, turn the eggplant every 5 minutes or so until it is tender and the skin is charred and crispy on all sides (20 minutes.) The eggplant should deflate and become super tender. supposed to. If you don't have a gas burner you can use a grill. You can also roast the eggplant in the oven (see notes).
    Remove the eggplant from the heat and transfer it to a large colander over a bowl. Allow it to sit and drain for a few minutes until fully cooled and all excess water has been drained (it helps if you open the eggplant up a bit and push on it with a knife or a spoon to help it release its juices).
    Once the eggplant is cool enough to touch, peel the charred crispy skin off (it should come right off). Discard the skin and the stem (don't worry if a few bits of the skin remain, that is just added flavor).
    Transfer the cooked and fully drained eggplant to a bowl. Use a fork to break it down into smaller pieces. Add the tahini paste, garlic, lemon juice, Greek yogurt (if using) salt, pepper, sumac, Aleppo pepper or crushed red pepper flakes. Mix gently with a wooden spoon or a fork until well-combined.
    Cover the baba ganoush and chill in the fridge for 30 minutes to an hour.
    To serve, transfer the baba ganoush to a rimmed serving dish or a bowl. Top with a good drizzle of extra virgin olive oil and toasted pine nuts, if you like. Serve with pita wedges or pita chips and veggies of your choice! ",,,https://www.themediterraneandish.com/baba-ganoush-recipe/,,30g,"[""UAE""]",1,6,6,6,3,6,-1,-1,,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2913,Kaak lebanese,,NV,M,"[2,4,7]",123,19.8,3,3.5,1,"[""""]",3,,"[""""]","[""""]",,,-1,-1,2913,,,"Ingredients:

    1 kg / 2 lb. 4 oz. all-purpose flour
    1/2 teaspoon salt
    1/3 cup/ 100 g. /3.5 oz. sugar
    2 cups luke-warm water
    1 cup white sesame seeds
    2 tablespoons instant yeast

For the filling:

Zaatar, or any spreadable cheese, dip or whatever your heart desire, this is a versatile bread, and it goes well with any dip
For the glaze:

    1 cup water
    2 tablespoons flour
    2 tablespoons olive oil
    A pinch of salt",As per blog,,,https://hadiaslebanesecuisine.com/newsite/recipe-items/kaak-kaak-alasreya-lebanese-street-bread/,,30g,"[""UAE""]",3,4,3,4,3,4,-1,-1,,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2916,Chicken Maklouba,,NV,M,"[4,7]",640,55,39,29,0,"[""""]",6,,"[""""]","[""""]",,,-1,-1,2916,,,As per blog,As per blog,,,https://recipesaresimple.com/recipe/chicken-maqluba-upside-down-rice/,1 1/2,cup,"[""UAE""]",6,4,1,4,6,4,-1,-1,,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2917,Lahm bi ajeen,,Ve,M,"[2,3,6]",264,21,15,11.3,3,"[""""]",6,,"[""""]","[""E""]",,,-1,-1,2917,,,"Prep Time: 1 hour
Cook Time: 45 minutes
Total Time: 1 hour 45 minutes
Servings: 35 small pieces or 10 medium pieces

Ingredients
For the Dough:

    ▢ 6 cups all-purpose flour
    ▢ 2 tablespoons sugar
    ▢ 1 tablespoons instant yeast
    ▢ 2 teaspoons salt
    ▢ 2 tablespoons nigella seeds optional
    ▢ ¼ cup vegetable or olive oil
    ▢ ½ cup yoghurt optional
    ▢ 2.5 cups water approximately - depends on your flour

For the Filling:

    ▢ 1.5 lbs lean ground beef or a 50/50 mixture of beef and lamb
    ▢ 3 onions finely diced
    ▢ 1 small bunch parsley (approx. 2 cups packed) finely diced
    ▢ 200 ml tomato paste
    ▢ 200 ml tomato sauce
    ▢ 1 tablespoon pomegranate molasses optional
    ▢ ½ tablespoon black pepper
    ▢ 1 tablespoon salt
    ▢ 2 teaspoons curry powder
    ▢ 1 tablespoon allspice powder
    ▢ ¼ tablespoon cinnamon powder",As per blog,,,https://www.hungrypaprikas.com/lahm-bi-ajeen/#recipe,,100 g,"[""UAE""]",6,2,3,2,6,2,-1,-1,,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2918,Lebanese style musakka,,E,M,"[2,3,6]",179,50,9,5,4.2,"[""""]",6,,"[""""]","[""FL""]",,,-1,-1,2918,,,"Ingredients

    1 kg aubergine (eggplant)
    130 ml olive oil (I use a mild extra virgin)
    1 onion, finely chopped
    5 garlic cloves, finely chopped
    2 tsp ground allspicxe
    1 tsp ground cinnamon
    800 g tomatoes, skinned and chopped (fresh or tinned)
    2 tsp sugar
    1 Tsbp lemon juice
    500 g cooked chickpeas (from 200 g dry chickpeas or 2x400 g tins)
    water
    finely chopped flat-leaf parsley, to garnish
    salt and pepper","Instructions:

    Preheat the oven to 230 C (445 F) fan. Line two baking sheets with baking parchment.
    Peel off stripes of the skin of the aubergine so it resembles a zebra pattern, then chop into 1 ½ cm (½ in) cubes. Mix with 100 ml of the olive oil and some salt. Transfer to the two baking sheets and roast until nearly fully (but not quite fully) softened, around 15 minutes. I place the two baking sheets in the middle and high in the oven. Keep an eye on them and swap their places if one cooks faster than the other (ovens vary a lot on this). Set aside.
    Heat a thick-bottomed pot over medium/ low heat. Fry the onion in the remaining 2 Tbsp (30 ml) olive oil until softened, but not coloured, stirring regularly. This usually takes 8-10 minutes. Add the garlic, allspice, cinnamon and a little salt and pepper. Fry for 30 seconds, stirring constantly, then add the tomatoes, sugar and 100 ml water. Mix well, bring to the boil and leave to simmer, covered, for 10-15 minutes to allow the flavours to settle.
    Add the lemon juice, roasted aubergine and cooked chickpeas. Continue to cook, covered, until the aubergine is completely soft, another 10-20 minutes. Taste for seasoning, adding more salt, pepper, sugar or lemon juice to taste.
    Serve warm or at room temperature, garnished with a generous sprinkling of finely chopped flat-leaf parsley.
",,,https://vidarbergum.com/recipe/lebanese-moussaka-maghmour/#mv-creation-50-jtr,1,cup,"[""UAE""]",6,6,6,6,6,6,-1,-1,,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2919,Chicken shawerma,,NV,M,"[2,3,4,6,7]",220,0,13,25,7.4,"[""""]",6,,"[""""]","[""""]",,,-1,-1,2919,,,"Prep: 10 minutes
Cook: 10 minutes
Ingredients:

    ▢ 1 kg / 2 lb chicken thigh fillets , skinless and boneless (Note 3)

Marinade

    ▢ 1 large garlic clove , minced (or 2 small cloves)
    ▢ 1 tbsp ground coriander
    ▢ 1 tbsp ground cumin
    ▢ 1 tbsp ground cardamon
    ▢ 1 tsp ground cayenne pepper (reduce to 1/2 tsp to make it not spicy)
    ▢ 2 tsp smoked paprika
    ▢ 2 tsp salt
    ▢ Black pepper
    ▢ 2 tbsp lemon juice
    ▢ 3 tbsp olive oil

Yoghurt Sauce

    ▢ 1 cup Greek yoghurt
    ▢ 1 clove garlic , crushed
    ▢ 1 tsp cumin
    ▢ Squeeze of lemon juice
    ▢ Salt and pepper

To Serve

    ▢ 4 – 5 flatbreads (Lebanese or pita bread orhomemade soft flatbreads)
    ▢ Sliced lettuce (cos or iceberg)
    ▢ Tomato slices
    ▢ Red onion , finely sliced
    ▢ Cheese , shredded (optional)
    ▢ Hot sauce of choice (optional)","Instructions:

    Marinade chicken – Combine the marinade ingredients in a large ziplock bag. Add the chicken, seal, the massage from the outside with your hands to make sure each piece is coated. Marinate 24 hours (minimum 3 hours).
    Yogurt Sauce – Combine the Yogurt Sauce ingredients in a bowl and mix. Cover and put in the fridge until required (it will last for 3 days in the fridge).
    Preheat stove or BBQ – Heat a large non-stick skillet with 1 tablespoon over medium high heat, or lightly brush a BBQ hotplate/grills with oil and heat to medium high. (See notes for baking)
    Cook chicken – Place chicken in the skillet or on the grill and cook the first side for 4 to 5 minutes until nicely charred. Turn and cook the other side for 3 to 4 minutes (the 2nd side takes less time).
    Rest – Remove chicken from the grill and cover loosely with foil. Set aside to rest for 5 minutes.

To Serve:

    Slice chicken and pile onto platter alongside flatbreads, Salad and the Yoghurt Sauce (or dairy free Tahini sauce from this recipe).
    To make a wrap, get a piece of flatbread and smear with Yoghurt Sauce. Top with a bit of lettuce and tomato and Chicken Shawarma. Roll up and enjoy!",,,https://www.recipetineats.com/chicken-sharwama-middle-eastern/,,100g,"[""UAE""]",6,6,6,6,6,6,-1,-1,,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2920,Manakeesh,,Ve,W,"[2,3,4,6,7]",357,48,15,8,3,"[""""]",3,,"[""""]","[""A"",""B""]",,,-1,-1,2920,,,"Prep Time: 2 hours
Cook Time: 12 minutes 
Total Time: 2 hours 12 minutes
Servings: 6

Ingredients:
Dough Ingredients:

    ▢ 3 cups Bread Flour
    ▢ 1½ tsp. Active Dry Yeast
    ▢ 1 tb. White Granulated Sugar
    ▢ 1 cup Warm Water
    ▢ ⅓ cup Vegetable Oil
    ▢ 1 tsp. Salt

Za’atar / Cheese Toppings

    ▢ 6 tb. Za’atar
    ▢ 6 tb. Olive Oil
    ▢ 1 cup Akawi Cheese
    ▢ 1 cup Mozzarella Cheese","Instructions:

    In a large bowl combine the yeast, sugar and ½ cup of the warm water. The water should not be too hot or the yeast will not proof. Mix together and set aside for about 10 minutes until foamy. 
    Add the flour, remaining water and salt to the proofed yeast. Using the dough hook of your stand mixer, begin mixing on low speed. Slowly add the oil and increase the speed until fully combined. If the dough is sticky, add more flour, a tablespoon at a time. If you find the dough wont combine, add water, also a tablespoon at a time. The dough can be made without a stand mixer and kneaded by hand.
    Lightly flour the bowl and place the dough ball inside. Cover with a kitchen towel and let rise in a warm area for an hour, until doubled in size. After an hour or so, divide the dough into 12 balls. Recover with towel and let rise for an additional 30-45 minutes. 
    Soak the akawi cheese in a bowl of cold water for at least 30 minutes to let out some the salt. 
    Combine the za’atar and olive oil in a small bowl.
    Shred the soaked akawi cheese using a large box grater. Combine the shredded akawi cheese and shredded mozzarella cheese in a medium sized bowl.
    Preheat oven to 425 degrees. Line a baking sheet with parchment paper. 
    On a floured surface, roll out each dough ball into 6 inches in diameter. Place on prepared baking sheet. Top 6 of the flatbread with cheese and 6 with the za’atar mix, leaving a little bit of room on the edges for spreading (like a pizza).
    Bake for 10-12 minutes, until golden brown the bottom. 
    Serve warm or at room temperature. Keeps well for about a week in Tupperware or sealed baggie (Cheese Manakeesh in the fridge). ",,,https://www.simplyleb.com/recipe/manakeesh/,1,pc - 70g,"[""UAE""]",3,6,6,6,3,6,-1,-1,,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2921,Foul meddamas,,NV,M,"[4,7]",220,34,2,18,9,"[""""]",3,,"[""""]","[""HP""]",,,-1,-1,2921,,,"Total Time : 25 minutes	
Serves : 5

Ingredients

    2 cans plain fava beans (13 to 15 ounces each can) (see notes if using dry fava beans)
    ½ cup water
    Kosher salt
    ½ to 1 teaspoon ground cumin
    1 to 2 hot peppers, chopped (jalapenos will work here)
    2 garlic cloves, chopped
    1 large lemon juice of
    Extra virgin olive oil (Early Harvest)
    1 cup chopped parsley
    1 tomato, diced

To Serve:

    Warm pit bread
    Sliced tomatoes
    Sliced cucumbers
    Green onions
    Olives","Instructions:

    In a cast iron skillet or saucepan, add the fava beans and ½ cup water. Warm over medium-high heat. Season with kosher salt and cumin. Use a potato masher or fork to mash the fava beans.
    In a morter and pestle, add the hot peppers and garlic. Smash. Add in juice of one lemon and stir to combine.
    Pour the garlic and hot pepper sauce over the fava beans. Add a generous drizzle of extra virgin olive oil. Top with chopped parsley, diced tomatoes, and a few slices of hot peppers, if you like.
    Serve with pita bread, sliced veggies and olives.
",,,https://www.themediterraneandish.com/foul-mudammas-recipe/#tasty-recipes-33099-jump-target,1,serving - 250ml,"[""UAE""]",3,7,6,7,3,7,-1,-1,,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2923,Fattoush,,Ve,W,"[4,6,7]",109,13,6,3,2.9,"[""""]",9,,"[""""]","[""""]",,,-1,-1,2923,,,"Prep Time : 15 minutes
Cook Time : 0 minutes
Total Time : 15 minutes
Serving : 6

Ingredients
  
Salad

    ▢ 1 large head romaine lettuce chopped
    ▢ 1 large vine-ripe tomato diced
    ▢ 2-3 Persian cucumbers quartered
    ▢ ½ large green pepper chopped
    ▢ 5 radishes diced
    ▢ 2 green onions sliced
    ▢ ¼ cup fresh chopped parsley

Dressing

    ▢ 3 tablespoon olive oil
    ▢ 2 tablespoon lemon juice
    ▢ 2 garlic cloves pressed or grated
    ▢ 1 teaspoon sumac
    ▢ 1 teaspoon pomegranate molasses
    ▢ ½ teaspoon dried mint
    ▢ ½ teaspoon salt
    ▢ freshly cracked black pepper to taste

Fried Pita Bread

    ▢ 1 large double ply pita bread cut into triangles
    ▢ 3 tablespoons olive oil
    ▢ Salt and pepper to taste","Instructions:

    Make the Dressing: Whisk together the lemon juice, garlic, sumac, pomegranate molasses, dried mint, salt and pepper. Slowly stream in olive oil, whisking continuously until emulsified. Set aside.
    Fry the Pita Bread: In a large skillet, heat olive oil on medium heat. Add the pita bread and season with salt and pepper. Cook stirring frequently until the pita break becomes crispy and golden in color, about 5-7 minutes. Set aside.
    Place the lettuce, tomatoes, cucumbers, green peppers, radishes, green onions and parsley in a large serving bowl. Pour the dressing on top and toss to combine.
    Add the fried pita bread to the salad immediately before serving.",,,https://feelgoodfoodie.net/recipe/lebanese-fattoush-salad/#wprm-recipe-container-5838,1,cup,"[""UAE""]",9,4,3,4,9,4,-1,-1,,9,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2924,Grilled halloumi,,NV,W,"[2,3,4,5,6,7]",107,0,9,7.7,0,"[""""]",6,,"[""""]","[""AI"",""C""]",,,-1,-1,2924,,,"Prep Time: 5 minutes
Cook Time: 6 minutes 
Total Time: 11 minutes 
Serves: 4

Ingredients:
    6 to 8 ounces halloumi cheese
    Extra-virgin olive oil","Instructions:

    Preheat a grill or grill pan to high heat. Slice the halloumi into ½-inch-thick planks. Rub both sides with olive oil and place on the hot grill. Reduce the heat to medium and grill for 2 to 3 minutes per side, or until well-charred.",,,https://www.loveandlemons.com/grilled-halloumi-cheese/#wprm-recipe-container-64744,1,serve - 28 g,"[""UAE""]",6,2,3,2,6,2,-1,-1,,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2925,Dajaj mashwi,,V,M,"[4,6,7]",198,2.1,5,36,0,"[""""]",3,,"[""""]","[""A"",""W']",,,-1,-1,2925,,,"Prep in : 20 Minutes
Cooks in : 30 Minutes
Total in : 50 Minutes
Makes: 2 Servings

Ingredients

    300 grams Chicken Wings	, boneless
    2 tablespoon Extra Virgin Olive Oil	, (Extra virgin)
    1 tablespoon Paprika powder	
    1 tablespoon Black pepper powder	
    1 tablespoon Dried oregano	
    1 tablespoon Mint Leaves (Pudina)	, (dried)
    Salt	, to taste
    1 teaspoon Garlic	, crushed","Instructions:
    To prepare Dajaj Mechwi Recipe, clean the chicken well. Pat dry on a kitchen towel.

    Place the chicken in a zip lock cover and beat it well.

    Now mix all spices. Rub olive oil over the chicken.

    Rub the spice mix all over the chicken. Let it sit in fridge for 30 minutes to marinate.

    Heat up your grill, if using charcoal grill, fire it up. Now place the marinated chicken pieces on grill.

    Grill until chicken is cooked, keep flipping at regular intervals.

    Once grilled, remove Dajaj Mechwi Recipe from pan and serve immediately with crusty bread, Ratatouille with Grilled Cottage Cheese Steak and salad.",,,https://www.archanaskitchen.com/mediterranean-dajaj-mechwi-recipe,1,pc - 100g,"[""UAE""]",3,4,1,4,3,4,-1,-1,,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2926,Ma'amoul,,V,W,"[3,5,6,8]",169,20,9.9,1.4,0.2,"[""""]",3,,"[""""]","[""W""]",,,-1,-1,2926,,,"Prep Time : 45 minutes
Cook Time : 15 minutes
Total Time : 1 hour
Ingredients:
Dough:

    ▢ ½ cup ghee or butter, grass fed
    ▢ ¼ cup light olive oil or butter/ghee
    ▢ 2 ½ cups all purpose flour (may use half whole wheat pastry flour)
    ▢ 2 tablespoons sugar
    ▢ 2 tablespoons rose water or orange flower water
    ▢ 3 tablespoons milk (start with 2 and add as needed)

Date filling:

    ▢ ⅔ lb dates medjool, soft, pitted, chopped (or ready made date paste)

Dusting (optional):

    ▢ confectioner's sugar
    ▢ almond flour",As per blog,,,https://www.thedeliciouscrescent.com/maamoul-cookies/,1,pc -70g,"[""UAE""]",-1,3,6,3,3,3,-1,-1,,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2927,Halvah,,Ve,W,"[3,5,6,8]",153,20,8,2.6,1.2,"[""""]",1,,"[""""]","[""W""]",,,-1,-1,2927,,,"Servings: 20
Prep: 5 minutes
Cook: 15 minutes
Chill Time: 1 day 
Total: 1 day 20 minutes

Ingredients 

    ▢ 1 ½ cups sugar
    ▢ 1/2 teaspoon cardamom
    ▢ ½ cup water
    ▢ 1 ½ cups tahini
    ▢ 1 teaspoon vanilla 
    ▢ ½ cup shelled raw pistachios chopped","Instructions:

    Coat a loaf pan with a nonstick cooking spray and line with parchment paper with a little overhang for easier lifting. Set aside.
    In a heat-proof bowl, combine the tahini and vanilla. Set aside.
    In a small saucepan over low heat, bring the sugar, cardamom and water to a simmer. Cook until sugar is completely dissolved, stir using wooden spoon, about 5 minutes.
    Increase heat to medium and bring to a boil. Continue to cook until the mixture reaches 250°F on a candy thermometer.
    Remove from heat, and slowly pour syrup into the bowl of tahini, stirring vigorously with spatula or a wooden spoon to thoroughly incorporate. Add pistachios, and stir to combine. Halva will turn glossy and thick.
    Pour into the prepared loaf pan and smooth the top (See Note 2). Cover with plastic wrap and refrigerate until set (24 hours). Slice halva while cold, but serve at room temperature.",,,https://silkroadrecipes.com/halva-middle-eastern-confection/#wprm-recipe-container-13917,1,pc - 32g,"[""UAE""]",1,6,6,6,1,6,-1,-1,,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2928,Umm ali,,E,M,"[3,4,5,6,7]",476,53,26,9.2,0,"[""""]",1,,"[""""]","[""D""]",,,-1,-1,2928,,,"Prep Time: 10 mins
Cook Time: 25 mins
Additional Time: 5 mins
Total Time: 40 mins
Servings:8

 Ingredients:

    1 sheet frozen puff pastry, thawed

    ¼ cup raisins

    ¼ cup slivered almonds

    ¼ cup pine nuts

    ¼ cup chopped pistachio nuts

    ¼ cup sweetened, flaked coconut

    5 cups milk

    1 cup white sugar

    1 teaspoon vanilla extract","Directions:

    Preheat the oven to 400 degrees F (200 degrees C).

    Unroll 1 puff pastry sheet onto a lightly floured surface and roll out to about 17x12-inches. Place on a baking tray.

    Bake in the preheated oven until puffed and golden brown, about 15 minutes.

    Break puff pastry into pieces and place in a large bowl. Add raisins, almonds, pine nuts, pistachios, and coconut; toss until well combined. Spread evenly in a 9x13-inch glass baking dish.

    Pour milk into a saucepan; stir in sugar and vanilla. Cook over medium-high heat, stirring occasionally, until hot but not quite boiling. Pour over puff pastry mixture in the baking dish.

    Return to the oven and bake for 15 minutes. Turn on the broiler and continue baking until the top is browned, about 2 minutes. Let stand for 5 minutes before serving warm. ",,,https://www.allrecipes.com/recipe/73059/umm-ali/,1,cup - 200 g,"[""UAE""]",-1,5,3,5,1,5,-1,-1,,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
